emp_length,annual_income,debt_to_income,annual_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_amount,term,interest_rate,installment,grade,default,is_joint_app,ever_delinquent,ever_90d_late,loan_income_ratio,installment_to_income,credit_utilization_rate,credit_age,homeownership_OWN,homeownership_RENT,verified_income_Source Verified,verified_income_Verified,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_small_business,loan_purpose_vacation,application_type_joint,verification_income_joint_Not Verified,verification_income_joint_Source Verified,verification_income_joint_Verified,initial_listing_status_whole,disbursement_method_DirectPay
1.0,50000.0,12.43,0.0,0.0,0,999.0,2007,2,11,7,27776,18753,0,0,999.0,0,0,2,7,10.0,7,0.0,0,2,2600,5,5,5,0,100.0,0,0,10000,60,18.06,254.27,4,0,0,0,0,0.2,0.0050854,0.6751512096774194,17,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,65000.0,36.38,0.0,0.0,0,31.0,1990,1,28,14,100975,54940,0,0,999.0,0,0,3,4,8.0,14,0.0,0,5,44700,13,10,8,2,96.4,0,0,4000,36,13.59,135.92,3,1,0,1,0,0.06153846153846154,0.002091076923076923,0.5440950730378806,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,33500.0,18.09,0.0,0.0,0,65.0,1990,0,19,13,88200,21071,0,0,65.0,0,0,0,1,999.0,13,0.0,0,3,65100,18,13,6,1,94.7,0,0,12500,36,6.07,380.68,1,0,0,1,1,0.373134328358209,0.01136358208955224,0.2389002267573696,34,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,65000.0,15.77,105000.0,13.27,0,999.0,2006,0,31,14,392918,34523,0,0,999.0,0,0,1,6,999.0,14,0.0,0,4,71900,27,12,5,1,100.0,0,0,12000,36,6.72,369.0,1,0,1,0,0,0.18461538461538463,0.005676923076923077,0.08786311647722934,18,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
5.0,30000.0,40.8,75000.0,19.46,0,999.0,2010,4,12,10,73657,58164,0,0,999.0,0,0,8,5,5.0,10,0.0,0,0,0,3,2,2,0,100.0,0,0,12000,36,10.91,392.36,2,1,1,0,0,0.4,0.013078666666666667,0.7896601816527961,14,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
7.0,210000.0,13.67,0.0,0.0,0,56.0,2005,4,17,9,475830,96518,0,1,56.0,0,0,3,7,1.0,9,0.0,0,2,37100,6,3,3,2,94.1,0,1,28000,60,17.47,702.97,4,0,0,1,1,0.13333333333333333,0.0033474761904761906,0.2028413509026333,19,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,40000.0,14.34,150000.0,12.9,3,11.0,1986,0,22,15,74295,7271,0,0,999.0,0,0,1,2,22.0,15,0.0,0,2,44500,21,14,3,0,81.8,0,0,13000,60,11.99,289.12,2,1,1,1,0,0.325,0.007228,0.09786661282724275,38,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,108000.0,16.31,0.0,0.0,0,47.0,1988,2,45,12,153113,135966,0,0,48.0,0,0,5,10,7.0,12,0.0,0,3,11100,21,6,5,3,68.9,0,0,15000,36,12.61,502.6,3,0,0,1,1,0.1388888888888889,0.004653703703703704,0.8880108155414629,36,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,87400.0,13.64,0.0,0.0,0,999.0,1995,1,24,9,221244,46465,0,0,999.0,0,0,1,6,7.0,9,0.0,0,4,43200,13,7,5,5,100.0,0,0,24000,36,10.91,784.71,2,0,0,0,0,0.2745995423340961,0.008978375286041191,0.2100169948111587,29,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,92000.0,31.61,0.0,0.0,0,999.0,1997,1,39,13,224616,105939,0,0,999.0,0,0,4,4,9.0,13,0.0,0,5,37600,15,8,7,3,100.0,0,0,13500,36,10.41,438.22,2,0,0,0,0,0.14673913043478262,0.004763260869565218,0.4716449406987926,27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,56000.0,24.67,0.0,0.0,0,58.0,2006,11,26,12,254805,35773,0,0,58.0,0,1025,3,3,2.0,12,0.0,0,5,25700,12,8,5,1,84.6,0,0,20000,36,14.08,684.33,3,0,0,1,1,0.35714285714285715,0.012220178571428573,0.1403936343478346,18,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,0.0,16.27,90000.0,8.92,0,999.0,2004,1,15,5,47156,40228,0,1,999.0,0,0,2,3,0.0,5,0.0,0,1,1700,5,3,2,0,100.0,0,1,10000,36,10.42,324.65,2,0,1,0,0,0.19504830917874397,0.005734570613280188,0.853083382814488,20,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
2.0,42000.0,20.89,0.0,0.0,0,999.0,2006,1,20,11,47800,18002,0,0,999.0,0,0,1,2,6.0,11,0.0,0,4,35000,18,10,4,0,100.0,0,0,15000,36,10.91,490.45,2,0,0,0,0,0.35714285714285715,0.011677380952380953,0.3766108786610879,18,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,130000.0,20.11,195000.0,22.17,0,24.0,1978,0,34,16,392076,303858,0,0,26.0,0,0,8,4,21.0,16,0.0,0,3,51700,16,7,4,0,88.2,0,0,7000,36,6.72,215.25,1,1,1,1,1,0.05384615384615385,0.0016557692307692308,0.7749977045266734,46,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2.0,110000.0,28.29,0.0,0.0,1,20.0,2005,2,53,13,504510,172266,0,0,999.0,0,0,4,4,1.0,13,0.0,0,3,27000,27,8,6,6,96.2,0,0,30000,60,26.77,911.95,5,1,0,1,0,0.2727272727272727,0.008290454545454545,0.3414521020396028,19,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,34385.0,23.05,0.0,0.0,0,999.0,1993,0,20,9,185600,27755,0,0,999.0,0,0,0,1,999.0,9,0.0,0,4,27300,12,7,5,6,100.0,0,0,4000,36,14.08,136.87,3,0,0,0,0,0.11632979496873637,0.003980514759342736,0.14954202586206897,31,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3.0,21000.0,8.11,0.0,0.0,0,29.0,2013,1,7,6,2500,279,0,0,999.0,0,0,0,6,9.0,6,0.0,0,5,1900,6,6,5,0,85.7,0,0,3000,36,16.01,105.49,3,1,0,1,0,0.14285714285714285,0.005023333333333333,0.1116,11,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,61000.0,27.98,0.0,0.0,0,109.0,2007,11,28,18,144973,116274,0,0,109.0,0,0,3,12,6.0,18,0.0,0,9,16900,16,15,11,0,100.0,0,0,12000,36,13.59,407.75,3,0,0,1,1,0.19672131147540983,0.0066844262295081966,0.8020390003655853,17,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.0,70000.0,0.0,0.0,0.0,0,999.0,2008,3,11,4,19100,0,0,0,999.0,0,0,0,4,2.0,4,0.0,0,0,19100,6,4,0,0,100.0,0,0,37000,60,12.61,834.5,3,0,0,0,0,0.5285714285714286,0.01192142857142857,0.0,16,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,65000.0,44.7,185000.0,17.22,0,49.0,2001,3,28,18,149308,101004,0,0,999.0,0,0,3,3,2.0,18,0.0,0,8,48900,17,15,10,4,96.4,0,0,35000,60,13.58,806.79,3,1,1,1,0,0.5384615384615384,0.012412153846153845,0.6764808315696412,23,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2.0,36000.0,12.23,0.0,0.0,0,999.0,2008,2,19,12,42200,20007,0,0,999.0,0,0,0,4,10.0,12,0.0,0,8,39900,15,12,8,1,100.0,0,0,25000,60,14.07,582.62,3,0,0,0,0,0.6944444444444444,0.01618388888888889,0.4740995260663507,16,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,216000.0,4.27,0.0,0.0,0,999.0,2008,3,39,21,799236,51362,0,1,999.0,0,0,3,12,3.0,21,0.0,0,0,93700,22,17,2,4,100.0,1,0,25000,60,9.93,530.32,2,0,0,0,0,0.11574074074074074,0.0024551851851851852,0.06426387199775786,16,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,40000.0,21.42,0.0,0.0,0,999.0,2014,1,12,7,51288,41181,0,0,999.0,0,0,2,10,9.0,7,0.0,0,2,9000,6,5,3,0,100.0,0,0,16000,36,17.09,571.17,4,0,0,0,0,0.4,0.014279249999999999,0.8029363593823117,10,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,30000.0,10.52,0.0,0.0,0,999.0,2001,2,10,2,59570,46932,0,0,999.0,0,0,1,1,4.0,2,0.0,0,1,10000,5,1,1,0,100.0,0,0,20000,36,9.44,640.1,2,0,0,0,0,0.6666666666666666,0.021336666666666667,0.7878462313244922,23,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
10.0,44640.0,0.0,0.0,0.0,2,4.0,2007,2,4,3,11800,0,0,0,999.0,0,0,0,1,5.0,3,0.0,0,0,11500,3,3,0,0,50.0,0,0,20000,36,14.07,684.24,3,0,0,1,0,0.44802867383512546,0.015327956989247313,0.0,17,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
4.0,166000.0,14.6,0.0,0.0,0,999.0,2005,4,24,16,458659,83873,0,1,999.0,0,0,3,6,2.0,16,0.0,0,6,23200,14,12,10,2,100.0,0,1,30000,36,15.05,1040.7,3,0,0,0,0,0.18072289156626506,0.006269277108433735,0.1828657019703091,19,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
10.0,27000.0,5.11,0.0,0.0,0,999.0,2011,5,5,1,5300,3501,0,0,999.0,0,0,0,2,0.0,1,0.0,0,1,5300,2,1,1,0,100.0,0,0,20000,60,21.45,546.15,4,1,0,0,0,0.7407407407407407,0.02022777777777778,0.6605660377358491,13,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.0,52680.0,23.51,71978.0,21.34,0,999.0,1972,5,31,11,288670,42667,0,0,999.0,0,0,2,9,5.0,11,0.0,0,5,24700,15,8,7,6,100.0,0,0,19950,60,30.17,647.54,6,1,1,0,0,0.3787015945330296,0.012291951404707669,0.14780545259292618,52,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
6.0,125000.0,9.71,0.0,0.0,0,999.0,2013,1,9,9,117313,100166,0,0,999.0,0,0,6,6,2.0,9,0.0,0,3,26900,3,3,3,0,100.0,0,0,5000,36,12.61,167.54,3,0,0,0,0,0.04,0.0013403199999999999,0.8538354658051537,11,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9.0,65000.0,27.68,98000.0,19.02,0,45.0,2004,6,37,9,263453,64461,0,0,45.0,0,0,2,8,2.0,9,0.0,0,2,8500,12,6,5,1,89.2,0,0,25000,60,24.85,731.59,5,1,1,1,1,0.38461538461538464,0.011255230769230769,0.24467741874262203,20,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
3.0,60000.0,5.39,0.0,0.0,0,33.0,1994,1,12,5,25700,11453,0,1,999.0,0,0,0,4,11.0,5,0.0,0,2,23200,11,5,2,0,91.7,0,1,21000,60,16.02,510.91,3,1,0,1,0,0.35,0.008515166666666667,0.4456420233463035,30,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.0,32000.0,37.21,72000.0,20.17,1,23.0,1997,1,24,10,269837,49802,0,0,999.0,0,0,2,5,6.0,10,0.0,0,3,7500,14,7,4,4,87.5,0,0,15000,36,9.93,483.52,2,0,1,1,0,0.46875,0.01511,0.18456327338356118,27,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
6.0,18000.0,30.67,0.0,0.0,0,34.0,2006,1,17,7,33225,17176,0,0,34.0,0,0,2,2,6.0,7,0.0,0,2,3500,8,5,3,0,94.1,0,0,7000,36,18.06,253.28,4,1,0,1,1,0.3888888888888889,0.01407111111111111,0.5169601203912716,18,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,56000.0,12.99,0.0,0.0,0,73.0,2005,1,29,9,48540,29152,0,0,999.0,0,0,1,9,8.0,9,0.0,0,3,9400,17,8,4,0,89.7,0,0,6000,36,16.02,211.01,3,0,0,1,0,0.10714285714285714,0.0037680357142857142,0.6005768438401319,19,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,80000.0,6.39,221000.0,12.95,1,7.0,2007,4,21,10,646137,11055,0,0,999.0,0,0,0,6,1.0,10,0.0,0,2,10000,9,8,6,6,95.2,0,0,24000,60,24.85,702.33,5,0,1,1,0,0.3,0.008779125,0.01710937463726733,17,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
9.0,50622.0,5.95,0.0,0.0,0,999.0,2012,1,23,11,168011,71721,0,0,999.0,0,0,1,6,2.0,11,0.0,0,3,7600,11,9,5,1,100.0,0,0,5600,36,9.44,179.23,2,0,0,0,0,0.11062383943739876,0.003540555489708032,0.4268827636285719,12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,73000.0,18.01,0.0,0.0,0,999.0,1999,2,19,11,107100,31797,0,1,999.0,0,313,2,5,6.0,11,0.0,0,3,52300,11,9,4,0,100.0,0,1,8000,36,7.35,248.3,1,0,0,0,0,0.1095890410958904,0.0034013698630136987,0.296890756302521,25,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,65000.0,34.08,127000.0,30.45,0,35.0,1997,2,37,20,221980,37858,0,0,71.0,0,0,2,6,5.0,20,0.0,0,5,10700,31,17,12,2,81.1,0,0,8000,36,16.02,281.34,3,1,1,1,1,0.12307692307692308,0.004328307692307692,0.17054689611676727,27,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
6.0,85175.04,4.55,119566.91,15.15,0,40.0,1996,2,21,6,419340,12786,0,0,40.0,0,0,0,5,5.0,6,0.0,0,3,9300,11,5,4,4,95.0,0,0,24000,36,19.03,880.11,4,0,1,1,1,0.2817726883368649,0.010332956697173257,0.03049077121190442,28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
10.0,59000.0,11.33,0.0,0.0,1,16.0,1992,1,15,10,153693,21819,0,0,999.0,0,0,1,4,7.0,10,0.0,0,2,31900,11,8,3,2,86.7,0,0,8000,36,9.93,257.88,2,0,0,1,0,0.13559322033898305,0.004370847457627118,0.14196482598426735,32,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6.0,26895.0,2.98,0.0,0.0,0,36.0,2004,1,15,6,127300,479,0,0,61.0,0,0,0,1,8.0,6,0.0,0,1,2000,9,5,4,3,53.3,0,0,12000,60,15.05,285.8,3,1,0,1,1,0.44617958728388174,0.010626510503811118,0.0037627651217596227,20,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
5.0,200000.0,4.66,0.0,0.0,1,21.0,2003,2,22,11,620222,10393,0,0,999.0,0,0,1,3,0.0,11,0.0,0,4,119500,16,8,4,5,100.0,0,0,40000,36,5.31,1204.42,1,1,0,1,0,0.2,0.006022100000000001,0.016756903173379856,21,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,47000.0,18.23,0.0,0.0,1,12.0,1994,2,16,8,156000,20065,0,0,999.0,0,0,1,3,0.0,8,0.0,0,4,10800,10,5,5,3,93.8,0,0,2500,36,18.06,90.46,4,0,0,1,0,0.05319148936170213,0.0019246808510638297,0.12862179487179487,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10.0,92000.0,13.71,0.0,0.0,1,9.0,1996,6,51,36,90501,42990,0,0,999.0,0,0,1,7,9.0,36,0.0,0,8,39900,44,35,16,0,94.1,0,0,12000,36,7.97,375.88,1,0,0,1,0,0.13043478260869565,0.004085652173913043,0.4750223754433653,28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,78000.0,21.76,0.0,0.0,0,25.0,2006,0,14,8,304994,55468,0,0,999.0,0,0,5,2,999.0,8,0.0,0,1,7000,3,2,2,1,64.3,0,0,28000,36,11.99,929.87,2,1,0,1,0,0.358974358974359,0.011921410256410256,0.18186587277126764,18,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,62000.0,28.44,0.0,0.0,0,24.0,2001,2,18,12,70038,46835,0,0,24.0,0,164,10,7,4.0,12,0.0,0,0,3100,3,2,0,0,100.0,0,0,5000,36,26.3,202.26,5,0,0,1,1,0.08064516129032258,0.003262258064516129,0.6687084154316228,23,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,111000.0,4.7,0.0,0.0,0,999.0,2003,2,27,10,158522,13571,0,1,999.0,0,0,1,3,2.0,10,0.0,0,2,50600,17,7,2,3,100.0,0,1,4850,36,7.97,151.92,1,0,0,0,0,0.04369369369369369,0.0013686486486486486,0.085609568387984,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,80000.0,15.5,0.0,0.0,0,34.0,1996,0,13,8,241764,26833,0,0,999.0,0,0,2,2,15.0,8,0.0,0,4,21000,9,5,5,2,84.6,0,0,13000,60,12.62,293.27,3,0,0,1,0,0.1625,0.003665875,0.11098840191260899,28,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,300000.0,0.74,307300.0,1.35,0,999.0,1973,0,15,7,68417,5853,0,0,999.0,0,0,0,0,999.0,7,0.0,0,5,60500,8,6,6,3,100.0,0,0,4200,36,6.72,129.15,1,0,1,0,0,0.014,0.0004305,0.0855489132817867,51,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
6.0,88116.0,16.82,107316.0,14.47,0,68.0,2005,5,34,17,435039,65416,0,0,68.0,0,0,1,5,5.0,17,0.0,0,4,17900,22,15,6,3,96.9,0,0,24000,60,11.99,533.75,2,0,1,1,1,0.2723682418629988,0.00605735621226565,0.15036812791496854,19,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
3.0,71000.0,23.48,0.0,0.0,0,999.0,2005,4,43,28,217548,145677,0,0,999.0,0,0,8,7,0.0,28,0.0,0,3,84600,25,20,4,0,100.0,0,0,32000,36,7.34,993.05,1,0,0,0,0,0.4507042253521127,0.013986619718309858,0.669631529593469,19,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,50000.0,17.38,0.0,0.0,0,999.0,2005,2,24,11,49557,25633,0,1,999.0,0,619,2,9,6.0,11,0.0,0,3,17700,18,9,3,1,100.0,0,1,6500,36,12.62,217.83,3,0,0,0,0,0.13,0.0043566,0.5172427709506225,19,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.0,122000.0,2.2,0.0,0.0,1,1.0,1994,4,31,5,25200,9039,0,0,999.0,0,0,1,5,1.0,5,0.0,0,1,3000,15,3,2,4,100.0,0,0,35000,60,17.09,871.54,4,0,0,1,0,0.28688524590163933,0.0071437704918032785,0.35869047619047617,30,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,105000.0,14.46,0.0,0.0,0,999.0,2001,1,21,10,313825,37401,0,0,999.0,0,0,5,5,7.0,10,0.0,0,1,9800,5,3,1,2,100.0,0,0,22000,36,6.71,676.39,1,0,0,0,0,0.20952380952380953,0.006441809523809523,0.11917788576435911,23,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,100000.0,4.94,0.0,0.0,0,999.0,1991,0,26,16,73579,17273,0,0,999.0,0,50,0,5,15.0,16,0.0,0,1,16700,20,15,3,0,100.0,0,0,12000,36,7.34,372.4,1,0,0,0,0,0.12,0.003724,0.23475448157762405,33,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,65000.0,35.73,350000.0,14.26,0,999.0,2006,8,24,7,461107,146324,0,1,999.0,0,0,2,3,0.0,7,0.0,0,1,7300,8,4,2,6,100.0,0,1,7500,36,9.43,240.01,2,0,1,0,0,0.11538461538461539,0.003692461538461538,0.3173319858514401,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
10.0,230000.0,14.59,0.0,0.0,0,999.0,2004,4,38,17,478440,97862,0,0,999.0,0,1577,6,6,3.0,17,0.0,0,4,25500,18,9,5,2,100.0,0,0,16000,60,13.59,368.9,3,1,0,0,0,0.06956521739130435,0.0016039130434782607,0.204543934453641,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.0,88000.0,5.98,0.0,0.0,1,10.0,1999,1,14,7,109044,16348,0,0,11.0,0,0,1,5,7.0,7,0.0,0,3,7600,11,4,3,1,50.0,0,0,10000,36,21.45,379.07,4,1,0,1,1,0.11363636363636363,0.004307613636363636,0.14992113275375077,25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,39000.0,0.0,0.0,0.0,0,999.0,2006,1,3,3,16200,0,0,0,999.0,0,0,0,1,3.0,3,0.0,0,0,16200,3,3,0,0,100.0,0,0,5000,36,20.39,186.82,4,1,0,0,0,0.1282051282051282,0.00479025641025641,0.0,18,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,48000.0,23.3,0.0,0.0,0,999.0,1999,1,23,18,47330,20234,0,1,999.0,0,0,2,8,5.0,18,0.0,0,5,19800,21,16,11,0,100.0,0,1,24000,60,17.09,597.63,4,0,0,0,0,0.5,0.012450625,0.42750897950559896,25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,23000.0,23.38,61000.0,16.45,0,999.0,2005,1,17,10,18200,9708,0,1,999.0,0,2947,0,4,11.0,10,0.0,0,3,8700,15,10,5,0,100.0,0,1,3000,36,25.82,120.59,5,0,1,0,0,0.13043478260869565,0.0052430434782608695,0.5334065934065934,19,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1.0,125000.0,4.09,0.0,0.0,2,19.0,2001,4,35,8,48370,19958,0,0,999.0,0,0,1,5,1.0,8,0.0,0,4,32200,13,7,4,7,91.4,0,0,30000,36,14.08,1026.5,3,0,0,1,0,0.24,0.008212,0.41261112259665084,23,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,140000.0,21.48,0.0,0.0,2,11.0,2004,0,20,7,262290,110232,1,0,11.0,0,1316,3,3,22.0,7,0.0,0,1,1100,3,2,1,1,85.0,0,0,12000,36,19.03,440.06,4,1,0,1,1,0.08571428571428572,0.0031432857142857143,0.42026764268557704,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.0,49000.0,21.48,0.0,0.0,0,999.0,2004,1,11,5,314309,12285,0,0,999.0,0,0,2,1,9.0,5,0.0,0,1,4500,5,2,1,1,90.9,0,0,5000,36,17.09,178.49,4,1,0,0,0,0.10204081632653061,0.00364265306122449,0.03908574046559277,20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,0.0,16.27,84500.0,30.32,1,16.0,2001,1,27,11,197250,53603,0,0,53.0,0,0,3,2,8.0,11,0.0,0,3,15500,12,7,7,2,88.9,0,0,4500,36,18.45,163.71,4,0,1,1,1,0.19504830917874397,0.005734570613280188,0.27175158428390367,23,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
10.0,29000.0,16.89,0.0,0.0,1,18.0,2012,2,20,13,124936,8720,0,0,36.0,0,0,1,13,4.0,13,0.0,0,3,4600,14,10,8,2,85.0,0,0,5500,36,17.09,196.34,4,0,0,1,1,0.1896551724137931,0.006770344827586207,0.06979573541653326,12,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,45000.0,6.71,0.0,0.0,0,999.0,2011,0,5,4,9300,7743,0,0,999.0,0,0,0,0,999.0,4,0.0,0,3,7600,5,4,4,0,100.0,0,0,12000,60,19.03,311.49,4,1,0,0,0,0.26666666666666666,0.006922,0.8325806451612904,13,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,56000.0,6.73,0.0,0.0,2,16.0,2006,2,13,6,145326,4588,0,0,71.0,0,0,1,3,5.0,6,0.0,0,1,2400,6,4,2,5,76.9,0,0,15000,60,24.85,438.96,5,0,0,1,1,0.26785714285714285,0.007838571428571427,0.031570400341301624,18,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,65000.0,5.54,160000.0,7.14,0,57.0,2005,4,17,10,7729,4260,0,0,57.0,0,0,1,10,2.0,10,0.0,0,5,4800,11,9,8,0,88.2,0,0,12800,36,14.08,437.98,3,1,1,1,1,0.19692307692307692,0.006738153846153847,0.5511709147367059,19,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1.0,36000.0,5.07,0.0,0.0,0,999.0,2013,1,6,5,13500,4463,0,0,999.0,0,0,0,3,0.0,5,0.0,0,2,8500,6,5,4,0,100.0,0,0,30000,36,19.03,1100.14,4,1,0,0,0,0.8333333333333334,0.030559444444444448,0.3305925925925926,11,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,83000.0,22.66,0.0,0.0,0,999.0,2005,2,26,13,185632,84373,0,0,999.0,0,0,3,2,0.0,13,0.0,0,5,78700,17,9,6,2,100.0,0,0,12000,60,14.08,279.72,3,0,0,0,0,0.14457831325301204,0.003370120481927711,0.4545175400792967,19,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,30000.0,34.72,80000.0,20.95,0,999.0,2008,1,12,7,55131,40697,0,0,999.0,0,0,2,3,9.0,7,0.0,0,2,7900,8,5,4,0,100.0,0,0,10000,60,19.03,259.58,4,1,1,0,0,0.3333333333333333,0.008652666666666666,0.738187226787107,16,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
10.0,45000.0,64.51,215000.0,23.97,2,7.0,1990,2,43,13,341677,284722,0,0,999.0,0,0,3,5,2.0,13,0.0,0,0,13500,25,9,3,3,88.4,0,0,12050,36,13.59,409.45,3,0,1,1,0,0.2677777777777778,0.009098888888888889,0.8333074804566887,34,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
